Species,Longitude,Latitude
Elodea canadensis,2.79025,51.13258
Elodea canadensis,3.73361,51.10544
Elodea canadensis,4.41862,50.7925
Elodea canadensis,3.99829,51.03914
Elodea canadensis,5.06352,51.23992
Elodea canadensis,2.62695,50.91449
Elodea canadensis,2.56418,51.0664
Elodea canadensis,4.00615,50.94478
Elodea canadensis,5.08795,50.9701
Elodea canadensis,4.23342,51.08009
Elodea canadensis,2.84371,50.80961
Elodea canadensis,2.65438,50.94187
Elodea canadensis,5.48653,50.96699
Elodea canadensis,2.71097,50.95168
Elodea canadensis,3.67704,51.06916
Elodea canadensis,3.56322,51.05047
Elodea canadensis,2.72234,51.03276
Elodea canadensis,4.06353,50.87303
Elodea canadensis,4.44748,51.08014
Elodea canadensis,3.87894,50.86342
Elodea canadensis,4.04822,51.03479
Elodea canadensis,4.51863,51.01715
Elodea canadensis,5.24437,50.96005
Elodea canadensis,4.51079,50.78793
Elodea canadensis,4.84677,51.05223
Elodea canadensis,5.08465,51.21733
Elodea canadensis,3.13818,51.21312
Elodea canadensis,4.76142,51.07951
Elodea canadensis,5.24684,50.71281
Elodea canadensis,2.96648,51.21122
Elodea canadensis,3.28368,50.8055
Elodea canadensis,5.25294,51.0364
Elodea canadensis,5.75752,50.74383
Elodea canadensis,3.42438,51.21574
Elodea canadensis,4.34037,51.2195
Elodea canadensis,4.22706,50.8239
Elodea canadensis,3.95052,50.80077
Elodea canadensis,3.8272,51.03848
Elodea canadensis,3.13531,51.32096
Elodea canadensis,5.42401,51.03499
Elodea canadensis,3.31072,51.17883
Elodea canadensis,4.39765,51.25545
Elodea canadensis,3.88015,50.74656
Elodea canadensis,2.63482,51.08544
Elodea canadensis,4.68121,50.82356
Elodea canadensis,4.51225,51.25536
Elodea canadensis,5.10676,51.25764
Elodea canadensis,2.90812,51.24647
Elodea canadensis,3.17105,51.32582
Elodea canadensis,3.3066,51.35857
Elodea canadensis,2.67697,51.10404
Elodea canadensis,4.66085,50.97193
Elodea canadensis,3.00079,51.26106
Elodea canadensis,4.28292,51.32733
Elodea canadensis,3.31124,50.84172
Elodea canadensis,4.45495,51.25542
Elodea canadensis,4.68315,51.11121
Elodea canadensis,3.71112,51.18172
Elodea canadensis,3.35812,51.30059
Elodea canadensis,3.64725,51.14989
Elodea canadensis,4.47556,50.88236
Elodea canadensis,3.01748,51.18034
Elodea canadensis,5.02895,51.32552
Elodea canadensis,4.4544,50.96777
Elodea canadensis,4.97453,51.00669
Elodea canadensis,3.9406,51.11086
Elodea canadensis,5.70805,50.99614
Elodea canadensis,3.23219,51.1736
Elodea canadensis,4.77881,51.43002
Elodea canadensis,5.02946,51.36147
Elodea canadensis,4.51135,50.96772
Elodea canadensis,4.9501,51.33043
Elodea canadensis,2.8465,51.16029
Elodea canadensis,4.62444,50.82369
Elodea canadensis,4.79606,50.96703
Elodea canadensis,4.51213,51.21941
Elodea canadensis,4.60603,51.38555
Elodea canadensis,4.7429,51.43463
Elodea canadensis,4.62704,51.29112
Elodea canadensis,3.83418,51052
Elodea canadensis,4.96874,51.1101
Elodea canadensis,4.16846,51.25528
Elodea canadensis,4.64581,50.83713
Elodea canadensis,5.08077,50.96565
Elodea canadensis,4.28344,51.03969
Elodea canadensis,4.90995,50.96656
Elodea canadensis,4.45481,51.18351
Elodea canadensis,4.2837,50.89586
Elodea canadensis,3.30388,51.16528
Elodea canadensis,4.85718,51.36231
Elodea canadensis,5.59983,51.21308
Elodea canadensis,4.91205,51.14633
Elodea canadensis,4.73998,51.07509
Elodea canadensis,4.57033,51.43505
Elodea canadensis,4.11116,51.25517
Elodea canadensis,4.85603,51.25445
Elodea canadensis,3.7905,51.12371
Elodea canadensis,5.06665,51.44665
Elodea canadensis,4.74576,50.90877
Elodea canadensis,4.28286,51.36328
Elodea canadensis,4.45522,51.39924
Elodea canadensis,5.77045,51.17522
Elodea canadensis,3.93994,51.18277
Elodea canadensis,3.92043,50.98044
Elodea canadensis,4.00433,51.17849
Elodea canadensis,5.12802,50.80803
Elodea canadensis,3.30825,51.28668
Elodea canadensis,4.3332,51.23298
Elodea canadensis,3.88273,51.18255
Elodea canadensis,4.79278,51.38503
Elodea canadensis,4.20444,51.2059
Elodea canadensis,4.99351,51.35717
Elodea canadensis,2.92048,50.85104
Elodea canadensis,3.88311,51.1466
Elodea canadensis,4.63497,51.42144
Elodea canadensis,4.00489,51.10658
Elodea canadensis,4.34066,50.7161
Elodea canadensis,3.36869,51.14337
Elodea canadensis,2.86369,50.85033
Elodea canadensis,2.98969,51.15305
Elodea canadensis,5.45492,50.83243
Elodea canadensis,5.59792,51.14119
Elodea canadensis,3.99971,50.85936
Elodea canadensis,3.99657,51.25487
Elodea canadensis,2.57701,50.91823
Elodea canadensis,2.8057,50.88554
Elodea canadensis,4.0577,50.67974
Elodea canadensis,3.14577,50.92552
Elodea canadensis,4.39053,51.34084
Elodea canadensis,4.51057,50.71601
Elodea canadensis,4.68463,51.32694
Elodea canadensis,4.45474,51.14756
Elodea canadensis,5.76501,50.75723
Elodea canadensis,5.64812,50.88893
Elodea canadensis,4.70639,51.35834
Elodea canadensis,3.8779,50.9623
Elodea canadensis,4.39753,51.07567
Elodea canadensis,4.62544,51.00348
Elodea canadensis,4.24863,50.71155
Elodea canadensis,4.08981,51.23265
Elodea canadensis,3.36402,51.35907
Elodea canadensis,5.347811,59.540963
Elodea canadensis,13.5816,53.4485
Elodea canadensis,13.5816,54.4484
Elodea canadensis,13415,53.4485
Elodea canadensis,13.7483,54.0485
Elodea canadensis,13.2484,53.5485
Elodea canadensis,13.2484,53.4485
Elodea canadensis,13.0817,53.4485
Elodea canadensis,13.0817,53.2485
Elodea canadensis,12.9151,53.2485
Elodea canadensis,12.9151,53.4485
Elodea canadensis,12.9151,53.3485
Elodea canadensis,12.5818,53.2485
Elodea canadensis,12.4152,53.6485
Elodea canadensis,12.2485,53.4485
Elodea canadensis,12.0819,53.8485
Elodea canadensis,12.0819,53.6485
Elodea canadensis,11.9152,53.6485
Elodea canadensis,11.7486,53.6485
Elodea canadensis,11.9152,53.7485
Elodea canadensis,11.7486,53.7485
Elodea canadensis,11582,53.5485
Elodea canadensis,11582,53.6485
Elodea canadensis,11582,53.8485
Elodea canadensis,11.4153,53.8485
Elodea canadensis,12.5818,53.5485
Elodea canadensis,12.9151,53.5485
Elodea canadensis,12.4152,53.4485
Elodea canadensis,12.7484,53.5485
Elodea canadensis,11.155065,60.221163
Elodea canadensis,11.09167,59.935559
Elodea canadensis,10.680464,59.946296
Elodea canadensis,11.119809,59.890461
Elodea canadensis,8.819304,58.543539
Elodea canadensis,9.847548,59.712485
Elodea canadensis,10.931216,60.75869
Elodea canadensis,10.540952,59.921679
Elodea canadensis,10.494239,59.917012
Elodea canadensis,5.273462,59.185625
Elodea canadensis,9.984603,59.944063
Elodea canadensis,10.545264,60.991179
Elodea canadensis,9.893303,59.754541
Elodea canadensis,10.208804,60.220618
Elodea canadensis,10.392918,61.140054
Elodea canadensis,10.126193,59.749123
Elodea canadensis,10.316769,59.726467
Elodea canadensis,10.6061,60.67825
Elodea canadensis,10.198175,60.873208
Elodea canadensis,9.331101,59.286333
Elodea canadensis,10.619855,59.971585
Elodea canadensis,5.703395,58.864619
Elodea canadensis,10.877405,59.914021
Elodea canadensis,10.399568,60.499649
Elodea canadensis,5.256491,59.442563
Elodea canadensis,10.781593,59.790582
Elodea canadensis,10.485944,60.381538
Elodea canadensis,10.127905,60.04189
Elodea canadensis,10.564827,60.29051
Elodea canadensis,10.456363,60.272164
Elodea canadensis,10.523078,60.411294
Elodea canadensis,10.606196,60.255121
Elodea canadensis,11.165314,60.156923
Elodea canadensis,10.627204,60.59056
Elodea canadensis,10.205675,60.123722
Elodea canadensis,10.713808,60.187552
Elodea canadensis,10.744531,59.689507
Elodea canadensis,10.256212,60.126669
Elodea canadensis,10.722733,60.159698
Elodea canadensis,10.565366,60.241709
Elodea canadensis,10.314303,60.525694
Elodea canadensis,10.385672,60.237673
Elodea canadensis,10.637325,60.573597
Elodea canadensis,10.770853,60.769686
Elodea canadensis,8.392221,49.847499
Elodea canadensis,8.458122,49.724899
Elodea canadensis,7.87477,49.974896
Elodea canadensis,8.3,49.133333
Elodea canadensis,13.2203,55.77
Elodea canadensis,15.210918,59.272216
Elodea canadensis,13.505989,59.381584
Elodea canadensis,15.616815,58.411121
Elodea canadensis,15.038314,58.535309
Elodea canadensis,15.446657,58.44191
Elodea canadensis,12.02028,57.83055
Elodea canadensis,16.2118,58.59286
Elodea canadensis,13.164925,58.65329
Elodea canadensis,13.5499,58.31498
Elodea canadensis,13.115666,58.189816
Elodea canadensis,13.438759,58.38642
Elodea canadensis,22.11095,65.77288
Elodea canadensis,29.897222,61.754444
Elodea canadensis,14.21307,58.31701
Elodea canadensis,15.991632,60.277594
Elodea canadensis,26.409167,62.930278
Elodea canadensis,24.938611,60.169722
Elodea canadensis,15.0725,55.061389
Elodea canadensis,24.0675,60.251111
Elodea canadensis,17.63442,59.86839
Elodea canadensis,18.00411,59.32467
Elodea canadensis,17.544197,58.898002
Elodea canadensis,16.635143,58.913588
Elodea canadensis,18.143162,59.307163
Elodea canadensis,17.03385,59.375566
Elodea canadensis,14.28798,56.17281
Elodea canadensis,13.948948,56.280658
Elodea canadensis,13.05918,55.63585
Elodea canadensis,16.079451,59.29101
Elodea canadensis,12.485833,55.773889
Elodea canadensis,21.99037,65.53123
Elodea canadensis,13.86418,58.666193
Elodea canadensis,26.755556,63.2325
Elodea canadensis,25.353333,65.176389
Elodea canadensis,13.89144,58.73989
Elodea canadensis,14.020998,57.885447
Elodea canadensis,13.668139,57.909552
Elodea canadensis,12.96596,57.70773
Elodea canadensis,17.88691,59.32157
Elodea canadensis,17.5335,58.92771
Elodea canadensis,14.16887,55.694767
Elodea canadensis,12.30345,58.66347
Elodea canadensis,27.679444,62.893333
Elodea canadensis,20.29217,63.74642
Elodea canadensis,27.160278,62.3
Elodea canadensis,24.325556,60.416667
Elodea canadensis,12.0625,55.835556
Elodea canadensis,13.56892,58.16617
Elodea canadensis,22.368333,60.407222
Elodea canadensis,8185,55.792222
Elodea canadensis,9.401944,56.453056
Elodea canadensis,25.747222,62.244722
Elodea canadensis,17.96937,59.32543
Elodea canadensis,25.516389,60.988611
Elodea canadensis,25.278056,61.350833
Elodea canadensis,15.77913,60.41484
Elodea canadensis,13.60143,55.85092
Elodea canadensis,13.6714,55.584902
Elodea canadensis,14.29927,56.151907
Elodea canadensis,13.193147,55.704215
Elodea canadensis,13.88704,56.19606
Elodea canadensis,13.07933,55.688171
Elodea canadensis,13.518084,55.877522
Elodea canadensis,12.022601,57.923343
Elodea canadensis,14.11899,56.04131
Elodea canadensis,14.04106,56.17456
Elodea canadensis,13.039596,56.512276
Elodea canadensis,12.489298,56.902094
Elodea canadensis,12.52254,56.90468
Elodea canadensis,12.913574,56.670306
Elodea canadensis,22.005556,61.364722
Elodea canadensis,21.733889,61.202222
Elodea canadensis,12.97393,56.69551
Elodea canadensis,16.21127,60.14855
Elodea canadensis,11.97038,57.70355
Elodea canadensis,17.322651,59.488469
Elodea canadensis,11.918185,57.802871
Elodea canadensis,11.85351,57.78431
Elodea canadensis,11.97496,58.35472
Elodea canadensis,11.29317,58.7011
Elodea canadensis,11.99489,57.865139
Elodea canadensis,12.46488,58.72743
Elodea canadensis,12.30907,59.00817
Elodea canadensis,12.325668,58.380583
Elodea canadensis,12.10876,58.19048
Elodea canadensis,13.428814,58.573818
Elodea canadensis,13.707775,58.267861
Elodea canadensis,14.29402,58.30269
Elodea canadensis,13.477888,57.899595
Elodea canadensis,14.050627,58.35111
Elodea canadensis,14.57627,58.62714
Elodea canadensis,14.526842,58.528736
Elodea canadensis,13.28788,55.77885
Elodea canadensis,12.99357,55.59026
Elodea canadensis,15.378448,59.019285
Elodea canadensis,16.56293,59.93385
Elodea canadensis,16.36117,58.968064
Elodea canadensis,13.831679,56.179769
Elodea canadensis,13.54973,55.931157
Elodea canadensis,13.142639,55.628938
Elodea canadensis,13.07376,55.95329
Elodea canadensis,12.815044,56.005393
Elodea canadensis,14.292627,55.923564
Elodea canadensis,14.22911,55.88023
Elodea canadensis,13.185242,58.241871
Elodea canadensis,12.94398,55.90761
Elodea canadensis,16.71578,56.82628
Elodea canadensis,13.302152,56.072315
Elodea canadensis,13.462168,55.726736
Elodea canadensis,13.97725,55.93478
Elodea canadensis,15.12188,56.16983
Elodea canadensis,11582,53.3485
Elodea canadensis,13415,54.2484
Elodea canadensis,11582,53.4485
Elodea canadensis,11.4153,53.3485
Elodea canadensis,11.4153,53.4485
Elodea canadensis,11.2487,53.5485
Elodea canadensis,11.4153,53.6485
Elodea canadensis,12.4152,53.9485
Elodea canadensis,13.2484,53.6485
Elodea canadensis,13415,53.9485
Elodea canadensis,12.7484,53.8485
Elodea canadensis,12.7484,54.4484
Elodea canadensis,11.7486,53.0486
Elodea canadensis,13.0817,53.1485
Elodea canadensis,12.9151,53.1485
Elodea canadensis,11.2487,53.1485
Elodea canadensis,11082,53.1485
Elodea canadensis,14.2482,53.2485
Elodea canadensis,12.7484,53.2485
Elodea canadensis,12.4152,53.2485
Elodea canadensis,11.9152,53.2485
Elodea canadensis,11.4153,53.2485
Elodea canadensis,10.9154,53.2485
Elodea canadensis,14.4148,53.3485
Elodea canadensis,14.2482,53.3485
Elodea canadensis,13.5816,53.3485
Elodea canadensis,12.4152,53.3485
Elodea canadensis,12.2485,53.3485
Elodea canadensis,11082,53.3485
Elodea canadensis,13.9149,53.4485
Elodea canadensis,12.7484,53.4485
Elodea canadensis,12.5818,53.4485
Elodea canadensis,12.0819,53.4485
Elodea canadensis,11.9152,53.4485
Elodea canadensis,11.7486,53.4485
Elodea canadensis,11.2487,53.4485
Elodea canadensis,11082,53.4485
Elodea canadensis,14.0816,53.5485
Elodea canadensis,13.9149,53.5485
Elodea canadensis,13.5816,53.5485
Elodea canadensis,13415,53.5485
Elodea canadensis,12.0819,53.5485
Elodea canadensis,11.9152,53.5485
Elodea canadensis,11.7486,53.5485
Elodea canadensis,11.4153,53.5485
Elodea canadensis,11082,53.5485
Elodea canadensis,10.9154,53.5485
Elodea canadensis,14.2482,53.6485
Elodea canadensis,14.0816,53.6485
Elodea canadensis,13.9149,53.6485
Elodea canadensis,13.7483,53.6485
Elodea canadensis,13.5816,53.6485
Elodea canadensis,13415,53.6485
Elodea canadensis,11.2487,53.6485
Elodea canadensis,11082,53.6485
Elodea canadensis,14.2482,53.7485
Elodea canadensis,14.0816,53.7485
Elodea canadensis,13.9149,53.7485
Elodea canadensis,13.7483,53.7485
Elodea canadensis,13.5816,53.7485
Elodea canadensis,13415,53.7485
Elodea canadensis,13.0817,53.7485
Elodea canadensis,12.0819,53.7485
Elodea canadensis,11582,53.7485
Elodea canadensis,11.4153,53.7485
Elodea canadensis,11.2487,53.7485
Elodea canadensis,11082,53.7485
Elodea canadensis,10.9154,53.7485
Elodea canadensis,14.0816,53.8485
Elodea canadensis,13415,53.8485
Elodea canadensis,13.2484,53.8485
Elodea canadensis,12.5818,53.8485
Elodea canadensis,12.4151,53.8485
Elodea canadensis,11.7486,53.8485
Elodea canadensis,11.2487,53.8485
Elodea canadensis,11082,53.8485
Elodea canadensis,10.9154,53.8485
Elodea canadensis,13.7483,53.9485
Elodea canadensis,12.7484,53.9485
Elodea canadensis,11.7486,54.0484
Elodea canadensis,13.7483,54.1484
Elodea canadensis,13415,54.1484
Elodea canadensis,13.2484,54.1484
Elodea canadensis,12.7484,54.1484
Elodea canadensis,12.5818,54.1484
Elodea canadensis,12.4151,54.1484
Elodea canadensis,11.9152,54.1484
Elodea canadensis,12.5818,54.2484
Elodea canadensis,12.4151,54.2484
Elodea canadensis,12.2485,54.2484
Elodea canadensis,13.5816,54.3484
Elodea canadensis,13.2483,54.3484
Elodea canadensis,13.0817,54.3484
Elodea canadensis,12.5818,53.9485
Elodea canadensis,12.2485,53.9484
Elodea canadensis,12.0819,53.9484
Elodea canadensis,11.7486,53.9484
Elodea canadensis,11.5819,53.9484
Elodea canadensis,11.2487,53.9484
Elodea canadensis,11082,53.9484
Elodea canadensis,10.9154,53.9484
Elodea canadensis,13.9149,54.0485
Elodea canadensis,13.5816,54.0485
Elodea canadensis,13415,54.0485
Elodea canadensis,13.2483,54.0484
Elodea canadensis,12.9151,54.0484
Elodea canadensis,12.7484,54.0484
Elodea canadensis,12.5818,54.0484
Elodea canadensis,12.4151,54.0484
Elodea canadensis,12.0819,54.0484
Elodea canadensis,12.4151,54.3484
Elodea canadensis,13.2483,54.4484
Elodea canadensis,13415,54.5484
Elodea canadensis,-0.71,43.56
Elodea canadensis,-1.45,43.48
Elodea canadensis,-2378,43257
Elodea canadensis,14.23689,55.96056
Elodea canadensis,14.94375,58.03458
Elodea canadensis,16.20842,57.40638
Elodea canadensis,14.62266,56.84675
Elodea canadensis,14.44101,57.37281
Elodea canadensis,15.7114,57.36333
Elodea canadensis,14.63074,57.40325
Elodea canadensis,14.159529,57.781999
Elodea canadensis,14.17784,57.77184
Elodea canadensis,14.13015,57.62675
Elodea canadensis,5.713716,51.844627
Elodea canadensis,5.944228,51.708929
Elodea canadensis,5.051734,52.29268
Elodea canadensis,5.703977,51.794392
Elodea canadensis,5.959834,51.837232
Elodea canadensis,5.083356,51.797627
Elodea canadensis,5.061855,51.795907
Elodea canadensis,5.610557,51.918117
Elodea canadensis,5.39116,51.928791
Elodea canadensis,5.533572,51.943117
Elodea canadensis,5.348721,51.877885
Elodea canadensis,5.076026,51.857839
Elodea canadensis,5.224739,51.826635
Elodea canadensis,5.221026,51.850089
Elodea canadensis,5.115384,51.888291
Elodea canadensis,4.944674,51.725808
Elodea canadensis,4.735109,51.853089
Elodea canadensis,4.769333,51.884985
Elodea canadensis,5.289539,51.58391
Elodea canadensis,5.481088,51.339646
Elodea canadensis,4.775362,52.091929
Elodea canadensis,6.198603,52.83374
Elodea canadensis,6.156431,52.756192
Elodea canadensis,6.233523,52.70579
Elodea canadensis,5.944115,52.744343
Elodea canadensis,5.884585,52.779656
Elodea canadensis,6.03558,52.727704
Elodea canadensis,5.978785,52.797199
Elodea canadensis,6.134876,52.693545
Elodea canadensis,6.071371,51.98331
Elodea canadensis,5.996257,51.919006
Elodea canadensis,6.306054,51.907608
Elodea canadensis,6.290014,51.925206
Elodea canadensis,6.309494,52.09494
Elodea canadensis,6.094124,52.018455
Elodea canadensis,6.195764,52.019823
Elodea canadensis,6.22787,52.084747
Elodea canadensis,6.771831,51.943889
Elodea canadensis,6.572625,52.139041
Elodea canadensis,6.531199,52.177948
Elodea canadensis,6.497163,52.188601
Elodea canadensis,6.341652,51.88264
Elodea canadensis,6.49113,52.122142
Elodea canadensis,6.703901,52.107373
Elodea canadensis,6.530983,51.910523
Elodea canadensis,6.620207,52.156539
Elodea canadensis,6.233218,52.16688
Elodea canadensis,6.157418,51.992665
Elodea canadensis,6.862567,52.13318
Elodea canadensis,6.818006,52.151168
Elodea canadensis,6.429752,51.908597
Elodea canadensis,6.616153,51.940226
Elodea canadensis,6.462304,51.955846
Elodea canadensis,6.666677,51.949341
Elodea canadensis,6.522247,51.942114
Elodea canadensis,6.376924,51.955446
Elodea canadensis,6.433202,52.080424
Elodea canadensis,6.542983,52.009734
Elodea canadensis,6.631164,52.064117
Elodea canadensis,6.43822,52.448023
Elodea canadensis,6.030601,51.698242
Elodea canadensis,5.867693,51.177135
Elodea canadensis,6.063656,51.470998
Elodea canadensis,6.028276,51.630147
Elodea canadensis,6.479916,53.092925
Elodea canadensis,6.539364,53.139098
Elodea canadensis,4.606575,51.796377
Elodea canadensis,5.105433,52.140997
Elodea canadensis,4.3439,51.770891
Elodea canadensis,4.76011,51.794251
Elodea canadensis,6.621108,53.123277
Elodea canadensis,6.732825,53.197374
Elodea canadensis,6.62357,52.925546
Elodea canadensis,6.32736,52.402828
Elodea canadensis,6.313051,52.498572
Elodea canadensis,6.208249,52.501411
Elodea canadensis,6.191543,52.497931
Elodea canadensis,5.933351,52.506591
Elodea canadensis,5.955569,52.493365
Elodea canadensis,6.300556,52.513948
Elodea canadensis,6.096658,52.623283
Elodea canadensis,6.035264,52.515784
Elodea canadensis,6.174753,52.662875
Elodea canadensis,6.132977,52.919463
Elodea canadensis,5.812538,53.006486
Elodea canadensis,5.512599,51.797108
Elodea canadensis,-73.50333,41.38416
Elodea canadensis,-71.530556,46.715278
Elodea canadensis,-71.205833,46.819167
Elodea canadensis,4.93,45.94
Elodea canadensis,4.8,45.94
Elodea canadensis,6.077055,50.75558
Elodea canadensis,23.4995,61.447399
Elodea canadensis,24.8484,61.3363
Elodea canadensis,25.645201,62.562599
Elodea canadensis,25.611223,60.987236
Elodea canadensis,30.683937,61.695835
Elodea canadensis,23.523085,61.488491
Elodea canadensis,25.775146,62.24078
Elodea canadensis,25.829241,61.837418
Elodea canadensis,25.660393,61.791004
Elodea canadensis,24.017422,60.242889
Elodea canadensis,25.042265,61.074429
Elodea canadensis,4.786259,51.704043
Elodea canadensis,4.966396,51.654672
Elodea canadensis,4.739245,51.532016
Elodea canadensis,4.843436,51.520682
Elodea canadensis,5.838239,51.568518
Elodea canadensis,5.866031,51.419239
Elodea canadensis,5.732518,51.733747
Elodea canadensis,5.688167,51.57132
Elodea canadensis,5.517504,51.703767
Elodea canadensis,5.5048,51.636106
Elodea canadensis,5.119492,51.717592
Elodea canadensis,5.767992,51.612678
Elodea canadensis,5.404142,51.657476
Elodea canadensis,5.981333,52.636354
Elodea canadensis,6.018798,52.64167
Elodea canadensis,4.911256,52.033234
Elodea canadensis,4.989322,52.087633
Elodea canadensis,5.517961,52.045987
Elodea canadensis,5.034241,51.979109
Elodea canadensis,4.882633,51.973882
Elodea canadensis,5.042063,52.003041
Elodea canadensis,4.947578,52.01486
Elodea canadensis,4.971769,51.966591
Elodea canadensis,5.364484,52.010016
Elodea canadensis,6.19677,53.231134
Elodea canadensis,6.314749,52.964372
Elodea canadensis,6.150352,52.432233
Elodea canadensis,6.380663,52.603991
Elodea canadensis,5.109784,52.284723
Elodea canadensis,5.28447,52.286352
Elodea canadensis,4.650512,51.993493
Elodea canadensis,4.60311,52.021384
Elodea canadensis,4.6332,52.437929
Elodea canadensis,4.481991,52.277305
Elodea canadensis,4.601452,52.356517
Elodea canadensis,4.458487,52.075728
Elodea canadensis,4.596898,52.115847
Elodea canadensis,4.752235,52.06513
Elodea canadensis,4.792142,52.173143
Elodea canadensis,4.715796,52.0968
Elodea canadensis,4.556127,52.156221
Elodea canadensis,4.147395,52.006518
Elodea canadensis,4.411548,52.032761
Elodea canadensis,4.39937,51.970368
Elodea canadensis,4.214667,51.938244
Elodea canadensis,4.891936,52.18838
Elodea canadensis,4.973469,52.266511
Elodea canadensis,4.914986,52.265465
Elodea canadensis,5.02745,52.14172
Elodea canadensis,5.13215,52.174448
Elodea canadensis,5.03483,52.196865
Elodea canadensis,4.982491,52.232946
Elodea canadensis,5.079918,52.337659
Elodea canadensis,2.48411,48.4345
Elodea canadensis,1.70712,49.2149
Elodea canadensis,2.07451,48.7762
Elodea canadensis,0.305654,48.4619
Elodea canadensis,5.25712,48.2971
Elodea canadensis,4.92405,46.7016
Elodea canadensis,-0.1103,48.2473
Elodea canadensis,2.48302,47.7161
Elodea canadensis,2.04371,47.4275
Elodea canadensis,-74.882028,45.657306
Elodea canadensis,-73.654318,45.689604
Elodea canadensis,-73.740149,45.674463
Elodea canadensis,-73.933333,45.466667
Elodea canadensis,-73.533333,45.7
Elodea canadensis,-64.149891,45.881578
Elodea canadensis,-63.93,45.706111
Elodea canadensis,-76.36788,44.53981
Elodea canadensis,-73.431667,45.513889
Elodea canadensis,-71.45937,46.737021
Elodea canadensis,-71.591757,45.528373
Elodea canadensis,-75.696667,45.441111
Elodea canadensis,-64.178085,45.938548
Elodea canadensis,-66.111801,45.831299
Elodea canadensis,-75.908918,45.741614
Elodea canadensis,-63.12923,45.558487
Elodea canadensis,-63.45959,45.43723
Elodea canadensis,1.06448,48.0327
Elodea canadensis,2.01933,48.3835
Elodea canadensis,2.43843,46997
Elodea canadensis,4.38589,48.9699
Elodea canadensis,0.797159,48323
Elodea canadensis,1.45352,47.6733
Elodea canadensis,2.54218,46.8987
Elodea canadensis,3.81027,48.7654
Elodea canadensis,1.32444,48.0761
Elodea canadensis,-120.78849,46.7473
Elodea canadensis,-123.43319,46.24875
Elodea canadensis,-118.5057,47.53065
Elodea canadensis,-117644,48.5748
Elodea canadensis,-122.166944,48.192778
Elodea canadensis,-122.0773,47.4716
Elodea canadensis,-121.9764,47.3254
Elodea canadensis,-122.28,47.2662
Elodea canadensis,-122127,47.3032
Elodea canadensis,-121.9089,47.2642
Elodea canadensis,-122.0881,47.4783
Elodea canadensis,-122087,47754
Elodea canadensis,-122.0517,47368
Elodea canadensis,-122.1538,47.3631
Elodea canadensis,-122.2875,47.3551
Elodea canadensis,-119.91944,46.63889
Elodea canadensis,-122.33083,47.60639
Elodea canadensis,-122.07917,47.64194
Elodea canadensis,-116.75722,47.40444
Elodea canadensis,-117.534588,47.794116
Elodea canadensis,-117.49255,48.62418
Elodea canadensis,-117.29944,48.34389
Elodea canadensis,-122.528435,47.15682
Elodea canadensis,-73.50553,45.55433
Elodea canadensis,10.23823,57.603939
Elodea canadensis,-88.12576,49.42003
Elodea canadensis,-73.27351,44.83114
Elodea canadensis,-73.26542,45.4809
Elodea canadensis,-76.26726,45.37343
Elodea canadensis,-89.43443,50.29907
Elodea canadensis,-71.13055,42.4175
Elodea canadensis,-71.13694,42.65833
Elodea canadensis,-73.23694,41.47611
Elodea canadensis,-72.74388,41525
Elodea canadensis,-72.44688,41.72371
Elodea canadensis,-73.49333,43.82666
Elodea canadensis,-73.37138,41.96277
Elodea canadensis,-111.85452,41.62247
Elodea canadensis,-75.04722,41.0525
Elodea canadensis,-70.95666,42.81944
Elodea canadensis,-74.83444,44.95861
Elodea canadensis,-95.20722,47.22694
Elodea canadensis,-73.42444,41.66666
Elodea canadensis,-74.34083,40.86027
Elodea canadensis,-73.45722,41.34972
Elodea canadensis,-73.2625,41.8375
Elodea canadensis,-73.23972,41.81416
Elodea canadensis,-73.47777,41.68388
Elodea canadensis,-73.50194,41.30527
Elodea canadensis,-72.3763,41.66261
Elodea canadensis,-70.36611,44.10888
Elodea canadensis,-73.42055,41.11972
Elodea canadensis,-73.49694,41.91833
Elodea canadensis,-74.02833,40.69666
Elodea canadensis,-72.12833,41.69666
Elodea canadensis,-72.28166,41785
Elodea canadensis,-72.61111,42.54861
Elodea canadensis,-73.19277,43.68861
Elodea canadensis,-71.57638,41.43805
Elodea canadensis,-77.11777,38.40277
Elodea canadensis,-101.29638,48.2325
Elodea canadensis,-73.48055,44505
Elodea canadensis,-73.39583,42.01666
Elodea canadensis,-72.62027,41.77611
Elodea canadensis,-73.17194,41.38333
Elodea canadensis,-73.36444,41.14722
Elodea canadensis,-73.19611,41.18638
Elodea canadensis,-73265,41.43666
Elodea canadensis,-72.64416,41.61138
Elodea canadensis,-72.57027,41.83222
Elodea canadensis,-72.54527,41.68694
Elodea canadensis,-72.75694,42025
Elodea canadensis,-72.10305,41.92944
Elodea canadensis,-72.17416,41.76888
Elodea canadensis,-73.22166,41.70472
Elodea canadensis,-72.8575,41.67472
Elodea canadensis,-71.87194,41.46944
Elodea canadensis,-101.6226,43.0711
Elodea canadensis,-98.069985,47.147988
Elodea canadensis,-77.11442,38.93011
Elodea canadensis,-85.76527,41.718106
Elodea canadensis,-98.18649,47.31333
Elodea canadensis,-101.761668,40.093533
Elodea canadensis,-75.16379,39.95234
Elodea canadensis,-106.65114,35.08449
Elodea canadensis,-150.508541,60.566931
Elodea canadensis,-150.107629,60.485261
Elodea canadensis,-150.319634,60.440451
