Species,Longitude,Latitude
Lemna minuta,1.9963294504,47.1636277176
Lemna minuta,-2.3148832654,53.8531810703
Lemna minuta,0.5763110583,51.9384993291
Lemna minuta,-1.7891564612,47.9975749909
Lemna minuta,-3.3433424659,53.1970790307
Lemna minuta,0.8121191211,51.5047741509
Lemna minuta,-6.5522097917,54.7240917869
Lemna minuta,6.0791914146,52.519719932
Lemna minuta,-2.3178743015,51.2143730904
Lemna minuta,-0.3869811879,47.7768840483
Lemna minuta,1.9320346594,48.4247716352
Lemna minuta,3.9711544777,46.1179200866
Lemna minuta,-3.2798972329,51.0163114876
Lemna minuta,-3.7095377297,50.5096069155
Lemna minuta,4.1097510213,39.8815875278
Lemna minuta,-1.4091208116,49.3096690686
Lemna minuta,-0.0254097798,51.3449951163
Lemna minuta,-6.2919109428,53.2887308941
Lemna minuta,6.2339997388,52.4347414958
Lemna minuta,6.0631577561,52.699149752
Lemna minuta,-1.1070457189,51.6093644414
Lemna minuta,-2.8828199549,51.15260653
Lemna minuta,-1.3882637639,49.2209727657
Lemna minuta,-2.2535909278,52.5856686492
Lemna minuta,2.6829486464,47.9350648673
Lemna minuta,3.4775870762,45.9081293531
Lemna minuta,2.6046570728,48.4718470832
Lemna minuta,0.4580152364,51.1141472429
Lemna minuta,-1.9975587923,47.156270763
Lemna minuta,0.028938963,49.0845943743
Lemna minuta,-0.3782965674,49.0473876302
Lemna minuta,0.9189238643,50.9703190923
Lemna minuta,4.0236512351,49.0987168475
Lemna minuta,-0.161911554,53.2361753914
Lemna minuta,-3.229752272,51.8423735527
Lemna minuta,-2.7837881319,50.7994251406
Lemna minuta,1.0454595618,51.7943078719
Lemna minuta,0.123820191,51.9918472536
Lemna minuta,-0.6827436292,52.283950527
Lemna minuta,-1.0075015698,51.8003194782
Lemna minuta,-0.0058596172,51.2560849848
Lemna minuta,4.2193353363,46.2219585481
Lemna minuta,7.9816846933,52.8367747058
Lemna minuta,2.7626244035,51.1005121116
Lemna minuta,-2.3542174644,52.9391702934
Lemna minuta,-0.7849616241,49.0087037773
Lemna minuta,6.2939332931,51.7168516838
Lemna minuta,1.7055554339,47.3226429624
Lemna minuta,-0.3318423692,53.3123423152
Lemna minuta,2.7301792594,49.4735217475
Lemna minuta,-0.045053974,51.4338990555
Lemna minuta,-0.267722867,53.0458986648
Lemna minuta,4.1040819701,43.6855855541
Lemna minuta,-1.3262590714,48.9548334558
Lemna minuta,-2.0133168256,50.6100562272
Lemna minuta,-8.1077229587,52.1023734881
Lemna minuta,2.3851306464,49.9022925941
Lemna minuta,-1.4831388582,54.7523797761
Lemna minuta,-0.5975003823,51.9288927831
Lemna minuta,-2.0825593711,50.8755339469
Lemna minuta,0.956504127,46.2664181173
Lemna minuta,-2.6575419017,53.4536498155
Lemna minuta,0.5950471217,51.8494898762
Lemna minuta,-1.4754636029,47.2131393097
Lemna minuta,-0.5412274207,47.2176411508
Lemna minuta,-2.527619918,50.9187549523
Lemna minuta,-2.3395994696,50.7571811865
Lemna minuta,-0.0763452334,53.5152244957
Lemna minuta,-6.360435395,52.2688904999
Lemna minuta,-6.4264111227,52.4433575611
Lemna minuta,0.326183285,51.7370408571
Lemna minuta,2.5850126136,46.7536389836
Lemna minuta,2.5512728876,48.8295880286
Lemna minuta,0.8258609218,52.8630809763
Lemna minuta,4.3684824864,48.4854413858
Lemna minuta,2.2009455543,48.4440912491
Lemna minuta,3.1298882875,49.5888905641
Lemna minuta,1.3163779356,51.9051234597
Lemna minuta,2.4834732517,48.3733277257
Lemna minuta,1.851172294,47.2432376479
Lemna minuta,0.0180033781,43.550214685
Lemna minuta,7.299239638,49.4055099865
Lemna minuta,5.4649723937,48.355543449
Lemna minuta,-6.5368846444,52.3359292579
Lemna minuta,4.2426632677,50.7328333749
Lemna minuta,-2.8281054834,48.3356587792
Lemna minuta,1.2293145818,48.5521001514
Lemna minuta,0.9484260163,47.0808984914
Lemna minuta,0.6063038967,47.5046079853
Lemna minuta,-2.825588256,51.9785848277
Lemna minuta,4.514346627,45.8764552745
Lemna minuta,3.7029570515,46.1927244936
Lemna minuta,2.3079502421,48.632312401
Lemna minuta,0.7940168567,51.5938309691
Lemna minuta,-2.455744776,50.6535978053
Lemna minuta,8.1290566566,49.3323918735
Lemna minuta,-1.4979427751,50.8447469078
Lemna minuta,-6.2134454552,54.6774251739
Lemna minuta,1.1848813026,51.0813908648
Lemna minuta,-2.1101660369,53.1461097766
Lemna minuta,-2.1907263969,47.4075449558
Lemna minuta,-1.4511218172,49.4870365812
Lemna minuta,-2.8472363401,53.0691702927
Lemna minuta,0.7354397535,52.5846204211
Lemna minuta,-0.6512825792,53.3751937107
Lemna minuta,2.0092726439,48.7919445384
Lemna minuta,-0.2699619893,51.1423170616
Lemna minuta,-1.5355204528,51.5676614227
Lemna minuta,0.0939593483,53.4387028959
Lemna minuta,0.6548933214,47.2370482756
Lemna minuta,0.2617280707,47.2023386113
Lemna minuta,-1.9882562711,51.0672533319
Lemna minuta,3.1188864464,48.6855922405
Lemna minuta,-3.3056038691,51.1044874618
Lemna minuta,-4.4324503486,53.2531699374
Lemna minuta,0.1362919637,51.2682786423
Lemna minuta,-0.0406334448,52.0684982066
Lemna minuta,2.9185720876,51.019910048
Lemna minuta,3.8078459033,49.7183338481
Lemna minuta,0.8059609555,44.0777237976
Lemna minuta,-4.5131090434,50.7752608926
Lemna minuta,2.0677587113,50.9646245427
Lemna minuta,3.2801313698,49.5077088789
Lemna minuta,4.2315848183,50.8224076601
Lemna minuta,-2.018189053,47.2449370023
Lemna minuta,4.9174614115,48.421857237
Lemna minuta,-0.4922515719,50.8503209446
Lemna minuta,-2.0602568635,52.9692657885
Lemna minuta,-1.1531526459,52.9666067061
Lemna minuta,-4.2644658017,50.4412468256
Lemna minuta,1.2759024314,51.3595769683
Lemna minuta,-0.9712653693,47.3563823959
Lemna minuta,-3.801297927,51.7760248503
Lemna minuta,4.839532211,46.5244292251
Lemna minuta,7.3140630072,49.1359072932
Lemna minuta,-3.399349962,51.9141716631
Lemna minuta,0.1710111643,43.3833972605
Lemna minuta,-1.357389414,50.8587452489
Lemna minuta,-0.9776020657,51.0771709257
Lemna minuta,2.8162060561,47.9438816501
Lemna minuta,-4.3137047896,48.2426327904
Lemna minuta,-2.2785615588,52.674056027
Lemna minuta,8.5443288132,49.2485807818
Lemna minuta,-1.3313004787,52.4957858685
Lemna minuta,0.6690887513,51.4933977057
Lemna minuta,-0.934795534,47.814032493
Lemna minuta,1.0537558316,44.0995298477
Lemna minuta,-3.034941096,51.6821025012
Lemna minuta,0.2403975415,51.4582212684
Lemna minuta,8.1452566451,52.4798498099
Lemna minuta,-0.7415380831,51.915774062
Lemna minuta,4.8559072769,44.990769017
Lemna minuta,-2.7107576808,53.6301831258
Lemna minuta,-0.3514573103,52.7667295248
Lemna minuta,-0.1202356414,43.6274671629
Lemna minuta,-0.6887704868,52.9183302215
Lemna minuta,-0.1629685985,52.6017122549
Lemna minuta,-2.7583129837,52.2591177503
Lemna minuta,-3.4437598954,52.5474089298
Lemna minuta,-7.4213388136,54.5111997827
Lemna minuta,-1.3453955941,43.4987028855
Lemna minuta,3.2300296149,49.8656606893
Lemna minuta,-3.398245629,47.9026583904
Lemna minuta,-0.7775961268,53.2732335782
Lemna minuta,3.039391642,50.2151010284
Lemna minuta,-4.1062452459,47.9956632914
Lemna minuta,-3.9253022185,47.836392497
Lemna minuta,8.9581613384,49.1632342322
Lemna minuta,-1.0513776996,53.1575987648
Lemna minuta,-0.2612888567,49.1488943173
Lemna minuta,2.6334956442,49.1963156887
Lemna minuta,8.141477695,52.5696833819
Lemna minuta,6.6165268704,51.2767792418
Lemna minuta,3.5072881273,49.8818867526
Lemna minuta,3.7590328968,51.1584551399
Lemna minuta,0.1745783964,51.0903857574
Lemna minuta,-4.7635726018,50.651652309
Lemna minuta,-0.8965190901,46.3650540085
Lemna minuta,3.9485811858,50.8079012289
Lemna minuta,-1.7366396957,47.1850184223
Lemna minuta,3.6497855728,46.6411524835
Lemna minuta,2.790806048,48.1228681036
Lemna minuta,-0.1483936637,47.2552626683
Lemna minuta,-2.6566939858,51.9059469192
Lemna minuta,0.0905030462,50.8114406362
Lemna minuta,-3.8147085852,50.861874201
Lemna minuta,0.8480628682,51.3266443197
Lemna minuta,6.5898211003,51.6358586312
Lemna minuta,-4.0524328564,52.5677781356
Lemna minuta,7.889439394,51.6664497081
Lemna minuta,2.4929645304,46.4760169235
Lemna minuta,-6.1117245487,53.2214031644
Lemna minuta,6.2466853707,43.1538145253
Lemna minuta,-0.5934766179,48.1199298389
Lemna minuta,-3.5410954176,48.4322219218
Lemna minuta,5.1725066248,45.7279365828
Lemna minuta,-2.5035486132,50.8303781302
Lemna minuta,0.0486396117,52.9819982
Lemna minuta,1.2251608796,47.0132256976
Lemna minuta,2.7780204113,48.2123526895
Lemna minuta,-0.6329919914,50.8373773331
Lemna minuta,-0.4116355437,51.1296323749
Lemna minuta,-1.5241274467,49.207010068
Lemna minuta,9.2487020029,48.085995356
Lemna minuta,-0.7076775582,48.0180798574
Lemna minuta,-2.9843207702,48.4083697215
Lemna minuta,-2.0454437111,46.7870122862
Lemna minuta,6.7359953759,47.499789187
Lemna minuta,0.2533703727,48.6514772268
Lemna minuta,0.4395954855,48.3959903552
Lemna minuta,3.84228818,46.1105478134
Lemna minuta,-4.0153507474,48.6464872277
Lemna minuta,-0.5532372207,51.1167752754
Lemna minuta,0.2313278092,50.823500389
Lemna minuta,7.4357272253,52.0171013988
Lemna minuta,-1.0431512986,45.8048070286
Lemna minuta,-7.4590684985,54.5980207154
Lemna minuta,-4.7722864569,52.0223721477
Lemna minuta,-3.2418429797,51.3852749438
Lemna minuta,-1.2919001457,47.5959079267
Lemna minuta,-3.5064656602,47.7980624544
Lemna minuta,-2.2016558852,51.863380996
Lemna minuta,2.214848239,48.3546987959
Lemna minuta,-0.6139284585,44.9405791155
Lemna minuta,4.6952711981,45.3439738032
Lemna minuta,1.4278003624,47.3915191101
Lemna minuta,4.477709385,46.2356398643
Lemna minuta,-1.0709154475,48.4358710743
Lemna minuta,-1.5036492968,47.9371520191
Lemna minuta,7.7615784457,48.335836037
Lemna minuta,0.2111544966,47.4696912893
Lemna minuta,-2.8509540065,48.4240649503
Lemna minuta,-1.5755493428,48.8382460481
Lemna minuta,-0.3751294293,53.4899432812
Lemna minuta,9.067746112,50.6029930064
Lemna minuta,5.490906574,52.4989062945
Lemna minuta,5.0909723726,50.772103848
Lemna minuta,-3.1903362069,51.2088996421
Lemna minuta,-2.2385439412,55.6811553242
Lemna minuta,3.8320037464,46.2002667835
Lemna minuta,3.1531006191,50.4024532708
Lemna minuta,-0.8588884668,47.4585075465
Lemna minuta,5.1241412665,46.2671103131
Lemna minuta,-1.2523300145,49.2347712767
Lemna minuta,-0.950941777,52.1686019278
Lemna minuta,0.6270737757,52.3951042766
Lemna minuta,7.7269359838,52.0230650767
Lemna minuta,1.7852227768,50.1314959849
Lemna minuta,-1.2982699666,48.231105166
Lemna minuta,-1.1510293971,51.78670521
Lemna minuta,6.1242077731,43.1492355345
Lemna minuta,0.4413357367,47.6714175884
Lemna minuta,-2.8328615022,53.5261684579
Lemna minuta,-1.0093236971,47.5341269771
Lemna minuta,-3.2232888027,53.3015768697
Lemna minuta,3.5415365078,46.4540571512
Lemna minuta,-0.1198660507,53.0584812444
Lemna minuta,-2.1605759414,53.3229232936
Lemna minuta,2.0933309426,49.972643913
Lemna minuta,-2.1495232854,54.8706724175
Lemna minuta,3.9306051556,46.4768156417
Lemna minuta,2.6016862655,47.5681860947
Lemna minuta,2.3742956296,49.0886143005
Lemna minuta,-0.879461043,54.2622888934
Lemna minuta,-0.7858757939,46.4671253222
Lemna minuta,-0.6109529429,48.8440177105
Lemna minuta,2.6178528056,48.3823977836
Lemna minuta,-8.0358845127,51.9290140609
Lemna minuta,3.1435512844,48.5065671627
Lemna minuta,-6.503713578,52.2487345004
Lemna minuta,-3.4317689689,48.5368457978
Lemna minuta,-0.4569771388,48.7679485157
Lemna minuta,3.1063034222,46.7883202313
Lemna minuta,-1.2729481862,49.3234964337
Lemna minuta,-1.214035651,47.2406324441
Lemna minuta,-2.8738291404,53.1574003011
Lemna minuta,-1.3447807866,47.2269644066
Lemna minuta,-0.9831660114,52.8916007181
Lemna minuta,-0.4234813891,47.9548199552
Lemna minuta,2.9791273744,49.6698639626
Lemna minuta,-1.1737905584,50.6952071057
Lemna minuta,-1.9909784301,47.7027458857
Lemna minuta,5.3083297546,45.6438010815
Lemna minuta,-4.081504147,47.9075534116
Lemna minuta,-2.9287974791,52.3315779343
Lemna minuta,-2.2720919275,51.5831047087
Lemna minuta,-3.0491492159,51.224974747
Lemna minuta,-1.3563710052,49.6783148898
Lemna minuta,3.6041042642,51.2401911466
Lemna minuta,3.5249249299,48.710014245
Lemna minuta,-1.6708808474,42.0042404438
Lemna minuta,3.6373929867,48.8969639609
Lemna minuta,0.3055550127,48.3842765029
Lemna minuta,0.7236895943,51.2262707632
Lemna minuta,2.7701291393,49.2052243368
Lemna minuta,0.4394523969,51.2031494616
Lemna minuta,-0.6904449327,47.2937316259
Lemna minuta,6.2351484441,43.3340767926
Lemna minuta,0.865205076,51.961333827
Lemna minuta,-7.5382596494,52.1896991297
Lemna minuta,-1.1351787427,43.703835872
Lemna minuta,-1.0452355392,47.0763980587
Lemna minuta,-2.1527899832,51.1409359
Lemna minuta,3.0587058835,43.0769684389
Lemna minuta,-0.0133813849,53.2486353508
Lemna minuta,2.7716777933,47.3085492871
Lemna minuta,-1.6565641961,48.0118095673
Lemna minuta,-2.8083710172,50.8877343018
Lemna minuta,1.3070214246,48.1058576065
Lemna minuta,-1.8957412701,46.7127916328
Lemna minuta,-2.5381485405,52.0097459252
Lemna minuta,-2.6137256421,52.2747169006
Lemna minuta,-1.455779057,47.1243517557
Lemna minuta,-2.0832307109,52.5122364822
Lemna minuta,-1.0263627567,46.9875119089
Lemna minuta,2.2394104339,50.7956563762
Lemna minuta,-4.5493740978,48.5770846987
Lemna minuta,3.4667592373,45.9978170436
Lemna minuta,-0.3149420214,47.4209141958
Lemna minuta,0.0020052631,48.5384058583
Lemna minuta,-1.4159888793,43.8548938167
Lemna minuta,2.9836221734,48.6771227168
Lemna minuta,0.0329611821,51.0782460534
Lemna minuta,7.4459427968,51.8374800831
Lemna minuta,-2.9201152165,48.6892225415
Lemna minuta,-8.3188408097,51.8845288243
Lemna minuta,-2.2079876314,48.0424934548
Lemna minuta,-1.3351758825,45.9556445939
Lemna minuta,-0.9402519358,49.0842874218
Lemna minuta,3.7799086641,46.6487682611
Lemna minuta,-1.5452228844,49.2956771936
Lemna minuta,-3.0745814854,51.3132026976
Lemna minuta,-1.9565666512,46.9789087552
Lemna minuta,-0.7843036927,47.1028434984
Lemna minuta,-4.2851342804,53.2708645897
Lemna minuta,0.550474936,52.7510913477
Lemna minuta,-1.2333739774,47.3294649034
Lemna minuta,0.6784378824,52.8516685963
Lemna minuta,-3.9902778575,48.5583891158
Lemna minuta,-8.9108896482,52.8993684813
Lemna minuta,6.4171486661,51.9905797481
Lemna minuta,-1.0067681774,46.2628696925
Lemna minuta,-3.2038888375,48.1998685033
Lemna minuta,3.0262198633,50.3045415238
Lemna minuta,-1.4661540703,53.5728290177
Lemna minuta,-7.0009012837,52.3613316004
Lemna minuta,-3.8137891649,53.2349026548
Lemna minuta,0.3350040902,51.0133708226
Lemna minuta,-3.4930560384,48.2557443666
Lemna minuta,1.0081851686,51.2486981279
Lemna minuta,-5.2012272364,51.9672126408
Lemna minuta,-3.7232168033,48.5920605761
Lemna minuta,-3.4096582736,51.4570942125
Lemna minuta,-1.1408458227,47.5206938906
Lemna minuta,-0.2302651923,50.9645751952
Lemna minuta,-3.6576842341,50.3334109599
Lemna minuta,-0.0696065157,50.8881240643
Lemna minuta,-2.8000972626,51.8903144064
Lemna minuta,-1.5898330301,43.4712011627
Lemna minuta,-0.7411622492,53.7301021611
Lemna minuta,2.5780860067,48.6507287255
Lemna minuta,0.2432488684,53.4508558777
Lemna minuta,7.7695231474,48.1559827431
Lemna minuta,-2.9028066509,52.2433429472
Lemna minuta,-3.6000491714,43.4960649803
Lemna minuta,4.7050870578,43.8990881336
Lemna minuta,5.0114897342,46.0814505952
Lemna minuta,5.0693096722,44.0075070745
Lemna minuta,-0.1282174551,51.1548291955
Lemna minuta,-0.482626057,47.5862751281
Lemna minuta,-1.5150915633,47.3906864222
Lemna minuta,-2.1227044105,47.6881212854
Lemna minuta,4.9991358109,52.9295047886
Lemna minuta,-2.6311339838,53.3653709015
Lemna minuta,5.2735190289,51.7702128541
Lemna minuta,2.8910126105,51.1987104759
Lemna minuta,7.7655597693,48.2459112793
Lemna minuta,-0.4463242435,47.4083239461
Lemna minuta,4.9530224026,43.911525571
Lemna minuta,-0.3534313021,53.4011456009
Lemna minuta,-0.4805099569,53.2994881269
Lemna minuta,-0.3328329022,47.5099189819
Lemna minuta,0.1009002952,48.7285559215
Lemna minuta,-1.5590751859,55.0179770383
Lemna minuta,1.7903697305,46.7863136603
Lemna minuta,3.4298586718,49.4263200776
Lemna minuta,3.6813603776,49.6211353801
Lemna minuta,-0.0810119886,52.2462595285
Lemna minuta,-3.0088048781,53.5984222386
Lemna minuta,-4.6564808079,48.4714132855
Lemna minuta,-1.9398192181,51.4359050498
Lemna minuta,-0.8000822263,53.3619441477
Lemna minuta,0.4092226886,47.1249100024
Lemna minuta,3.4008027865,46.5358066744
Lemna minuta,4.6462997041,44.5286068528
Lemna minuta,-0.5243978377,53.4770279443
Lemna minuta,-1.1367057677,49.3371591526
Lemna minuta,3.1927529846,49.1414559063
Lemna minuta,-0.9563863359,50.9884468768
Lemna minuta,-1.2936607537,49.4122133553
Lemna minuta,-2.6269628,47.5395442192
Lemna minuta,-3.842159796,48.0295621299
Lemna minuta,-4.2273234044,52.1813906778
Lemna minuta,2.733988119,47.577092357
Lemna minuta,-0.0075359327,49.262570338
Lemna minuta,-1.4758903388,50.7561285668
Lemna minuta,0.6403466339,48.0509836426
Lemna minuta,-3.4829097463,47.7097851174
Lemna minuta,-2.6048581038,53.2770838205
Lemna minuta,-2.2465293173,50.9490951515
Lemna minuta,5.091193491,46.626444567
Lemna minuta,-0.2793951466,47.2428798108
Lemna minuta,3.9369098459,50.8974399822
Lemna minuta,5.0280353532,45.9017489724
Lemna minuta,-1.5002888156,52.570314452
Lemna minuta,7.5468340309,52.648852679
Lemna minuta,-2.3087669259,53.3078242044
Lemna minuta,-3.3255151548,52.6519840734
Lemna minuta,0.194147786,47.5587931581
Lemna minuta,1.782977779,48.5041938598
Lemna minuta,3.3809957189,49.7843596965
Lemna minuta,0.2708436681,48.5624175748
Lemna minuta,1.893817796,50.3200215899
Lemna minuta,4.329388103,51.1877264229
Lemna minuta,0.090511713,48.0932417473
Lemna minuta,-1.6060834538,47.1991572743
Lemna minuta,0.689562015,47.7834891984
Lemna minuta,-2.6437109239,50.8149864372
Lemna minuta,-0.41621114,49.2252080133
Lemna minuta,3.6696219927,49.7106766317
Lemna minuta,-0.0426372512,43.1808484445
Lemna minuta,-1.1993263603,53.1438680453
Lemna minuta,5.6404034525,50.9742374194
Lemna minuta,1.9417031231,50.8655414037
Lemna minuta,-0.5910675562,53.7432945922
Lemna minuta,6.3158091672,51.4476107998
Lemna minuta,5.8473717508,45.30544894
Lemna minuta,5.3358765017,46.8177075402
Lemna minuta,-0.4768521155,52.6650916477
Lemna minuta,-2.7665063991,51.2566118142
Lemna minuta,2.565361197,49.6433581379
Lemna minuta,-1.7393966086,48.3665352163
Lemna minuta,-1.7684545997,47.9088993044
Lemna minuta,3.8667895146,43.581230471
Lemna minuta,-2.6723657782,48.2627145121
Lemna minuta,5.66434032,52.2353308919
Lemna minuta,-1.3643354867,47.3157698897
Lemna minuta,-7.9655485779,52.1244604319
Lemna minuta,-0.9926135736,48.0805858558
Lemna minuta,-2.4740852609,47.4662320293
Lemna minuta,-0.2907047997,47.9674019479
Lemna minuta,4.5300471861,49.4851757934
Lemna minuta,-2.1353079478,53.2345203432
Lemna minuta,4.8995729979,45.8956581279
Lemna minuta,2.1304810509,48.8909653359
Lemna minuta,5.2876026865,47.3566198002
Lemna minuta,-1.9426983266,48.0718183439
Lemna minuta,-3.1650979007,52.1230960465
Lemna minuta,-3.38396311,48.3603236101
Lemna minuta,0.4596892157,43.1384039038
Lemna minuta,-4.0236159226,48.1889449635
Lemna minuta,0.6136922934,51.7604750134
Lemna minuta,-1.5990700313,52.3789775772
Lemna minuta,1.0485231681,47.2703348621
Lemna minuta,-0.3924656583,47.1413342997
Lemna minuta,-6.8550660403,54.6827993847
Lemna minuta,4.7038984984,45.254112051
Lemna minuta,-1.3059265301,47.0493257651
Lemna minuta,6.3735171091,52.5290382883
Lemna minuta,2.3993303906,49.8129291559
Lemna minuta,4.8911064219,45.9855002177
Lemna minuta,1.5885666096,47.2231479341
Lemna minuta,0.1288140665,49.2746943182
Lemna minuta,-0.8682248616,53.628039409
Lemna minuta,0.8641112522,49.7896429202
Lemna minuta,2.1447021291,48.8016021469
Lemna minuta,7.4274417195,49.5884606853
Lemna minuta,-3.4558323933,48.6250907876
Lemna minuta,1.4680460056,48.7516717076
Lemna minuta,-1.9007569468,47.8945341234
Lemna minuta,-6.8156645601,52.664010005
Lemna minuta,0.4020589062,51.381136381
Lemna minuta,-0.6514578401,47.7513426404
Lemna minuta,4.8888223986,44.6311306223
Lemna minuta,5.0522694622,48.4279680121
Lemna minuta,-1.4952342615,47.3019175247
Lemna minuta,2.8807298555,49.3928736877
Lemna minuta,-0.1659094865,47.3443085062
Lemna minuta,-2.2330571213,47.5847505345
Lemna minuta,-0.0346329893,47.3565577723
Lemna minuta,0.2933265603,43.3951140973
Lemna minuta,-6.4005713701,54.7444627911
Lemna minuta,0.263632889,53.3619347341
Lemna minuta,7.2515195604,52.6424267626
Lemna minuta,2.0237211438,46.9847737717
Lemna minuta,-0.8418177851,48.6401770374
Lemna minuta,-0.7185213373,53.641383886
Lemna minuta,-0.6143904941,47.573475954
Lemna minuta,-0.7089136923,47.3826690533
Lemna minuta,3.4132468802,48.5229452598
Lemna minuta,2.4419517367,46.8340813448
Lemna minuta,-2.6194978225,50.7266342214
Lemna minuta,-0.8404975736,48.0049915992
Lemna minuta,2.6489820285,50.9128080211
Lemna minuta,-3.087444066,52.8608016017
Lemna minuta,3.4339947489,46.2668408377
Lemna minuta,5.0362549536,45.8118892404
Lemna minuta,-0.1649306137,51.9671938828
Lemna minuta,0.4910233863,47.4039717657
Lemna minuta,-2.9005547751,53.2456217772
Lemna minuta,-2.3644282645,47.5698393483
Lemna minuta,11.063630663,51.4109424736
Lemna minuta,4.91639747,45.7159558514
Lemna minuta,0.2004739265,48.9186129965
Lemna minuta,6.343697101,52.8879795508
Lemna minuta,-3.0472057195,52.2273926753
Lemna minuta,-1.3394365289,51.9501661765
Lemna minuta,6.2293444118,43.4241971889
Lemna minuta,-2.1016175921,47.5995039581
Lemna minuta,-4.5409677891,50.8631131071
Lemna minuta,6.2717344497,51.9860742292
Lemna minuta,3.819331116,49.6287762964
Lemna minuta,2.1503485144,47.8981841586
Lemna minuta,-2.9382770253,48.2316106488
Lemna minuta,-4.4975581878,48.4011582982
Lemna minuta,2.8994078441,48.3105575517
Lemna minuta,5.0768293378,45.3624993571
Lemna minuta,-0.2043818303,53.4138475994
Lemna minuta,5.3323990684,43.8390508612
Lemna minuta,6.8576017331,47.6834932324
Lemna minuta,0.4735345676,48.2177724344
Lemna minuta,-1.9159287341,46.8015072478
Lemna minuta,0.2785123061,51.2802989696
Lemna minuta,-2.5839955781,48.4549743192
Lemna minuta,-1.0477183161,47.7118364076
Lemna minuta,3.1558002186,48.4170466445
Lemna minuta,-2.1651576671,47.8653267654
Lemna minuta,-6.9327796238,54.487913738
Lemna minuta,-0.6709051982,44.5713149415
Lemna minuta,-3.1573663097,48.0231956497
Lemna minuta,-1.8728895588,48.3521850625
Lemna minuta,-2.3871166368,50.9340101908
Lemna minuta,-7.2322085808,54.8145794669
Lemna minuta,2.4298657849,47.8274994513
Lemna minuta,-0.2588611635,43.7045199026
Lemna minuta,4.3684875915,43.519574005
Lemna minuta,0.1468518125,49.1856845862
Lemna minuta,-0.6399139758,52.1064345342
Lemna minuta,2.5504770929,50.6356329154
Lemna minuta,-2.2832059399,53.2194567612
Lemna minuta,6.534816239,52.3539252526
Lemna minuta,-1.1163269529,49.2484054655
Lemna minuta,-1.2278476582,51.5069868796
Lemna minuta,-0.6690391105,48.4755360166
Lemna minuta,-1.4235161939,47.5821312556
Lemna minuta,-0.1068683304,49.0723564539
Lemna minuta,-5.5048332169,54.4938135849
Lemna minuta,-0.6688619953,49.1106228994
Lemna minuta,-8.143899853,52.1890287694
Lemna minuta,-0.7202098327,51.8270231295
Lemna minuta,4.8568726894,46.3448094203
Lemna minuta,-0.1438239848,49.2502812126
Lemna minuta,0.3159052596,52.4606001702
Lemna minuta,-0.2240234777,48.9710065823
Lemna minuta,0.2839142967,53.2730085732
Lemna minuta,3.8291425671,48.4566810692
Lemna minuta,3.9899921779,43.5885246779
Lemna minuta,0.9547549202,52.9633718725
Lemna minuta,-1.1074365899,52.7893189071
Lemna minuta,-1.3139040425,50.6814397372
Lemna minuta,2.2720449388,47.093266082
Lemna minuta,4.7297639346,43.6291862882
Lemna minuta,-3.1645187791,48.5691675553
Lemna minuta,-0.2537286784,45.0674197981
Lemna minuta,3.2596237618,46.6173620015
Lemna minuta,3.2676929833,49.5972037776
Lemna minuta,0.1648073509,49.0966678071
Lemna minuta,-0.4788438475,48.2216631432
Lemna minuta,-0.2011727674,47.5223756731
Lemna minuta,-1.1756114637,47.0629402104
Lemna minuta,4.1390654722,45.766085855
Lemna minuta,1.523023456,50.021829412
Lemna minuta,0.2882383814,48.4733506766
Lemna minuta,-1.2923146011,50.5927754336
Lemna minuta,1.7682386461,48.5935141647
Lemna minuta,-3.9640184409,52.7608844712
Lemna minuta,5.1404021817,46.0874091201
Lemna minuta,-0.7740785942,45.1058670578
Lemna minuta,-0.591824246,48.7551336508
Lemna minuta,3.0562333846,49.1330638291
Lemna minuta,-4.3902514471,48.5066823346
Lemna minuta,-0.7274636675,47.4715978783
Lemna minuta,-6.3258020241,53.3759617809
Lemna minuta,-4.09435297,50.8277342974
Lemna minuta,3.4741126597,51.1427716097
Lemna minuta,-1.3512042593,47.8622698879
Lemna minuta,1.0639189898,47.1810674237
Lemna minuta,-1.697795999,48.1891906287
Lemna minuta,-4.2132101982,47.8904012912
Lemna minuta,6.5118985693,48.843722706
Lemna minuta,13.3857707694,53.6154852354
Lemna minuta,-2.5570207121,51.5526371372
Lemna minuta,4.6717041675,44.2588556533
Lemna minuta,-0.1323252669,48.5261562907
Lemna minuta,2.7032370638,49.6523613929
Lemna minuta,0.177065875,47.6478872328
Lemna minuta,3.2676584764,50.5896902652
Lemna minuta,-4.6826681214,48.5593345361
Lemna minuta,-3.0887759614,50.8560345351
Lemna minuta,7.7359934584,51.8434165201
Lemna minuta,-0.3688519912,47.6879038808
Lemna minuta,4.1487146243,45.6763072408
Lemna minuta,-0.7836059487,47.7383329947
Lemna minuta,0.3609065562,46.6674186195
Lemna minuta,-0.2971295975,47.3319011481
Lemna minuta,-1.1952240992,50.7838937803
Lemna minuta,6.6336067511,52.9864049885
Lemna minuta,-0.3508027281,47.5989155344
Lemna minuta,1.3947924506,48.3841779869
Lemna minuta,-1.8385359871,47.6285369943
Lemna minuta,-0.218921187,47.6113970595
Lemna minuta,4.6548032466,44.4386967753
Lemna minuta,-3.6430410252,55.9932700778
Lemna minuta,-0.9487964482,53.3485123956
Lemna minuta,-0.5561981781,47.9420778647
